date,order_id,company,company_region,product_id,product,customer_id,product_category01,product_category02,product_category03,quantity,unit,price_per_case,total_sales,year,month,month_name,day,day_name
2021-01-17,6362175,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,270,case,38,10260,2021,1,January,17,Sunday
2021-01-17,6425832,121,South,11931,AVO48CNV1,OIIJO,48,CNV,1,243,case,35,8505,2021,1,January,17,Sunday
2021-01-17,6997143,131,North,11501,AVO32CNV1,WRJEB,32,CNV,1,130,case,38,4940,2021,1,January,17,Sunday
2021-01-17,6997143,131,North,11829,AVO32CNV2,WRJEB,32,CNV,2,154,case,36,5544,2021,1,January,17,Sunday
2021-01-17,6997143,131,North,11541,AVO60CNV1,WRJEB,60,CNV,1,244,case,43,10492,2021,1,January,17,Sunday
2021-01-17,6746052,131,South,11501,AVO32CNV1,YEXWZ,32,CNV,1,188,case,38,7144,2021,1,January,17,Sunday
2021-01-17,6901927,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,667,case,35,23345,2021,1,January,17,Sunday
2021-01-17,6746052,131,South,11931,AVO48CNV1,YEXWZ,48,CNV,1,122,case,35,4270,2021,1,January,17,Sunday
2021-01-18,6981213,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,456,case,46,20976,2021,1,January,18,Monday
2021-01-18,6227347,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,184,case,47,8648,2021,1,January,18,Monday
2021-01-18,6227347,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,269,case,36,9684,2021,1,January,18,Monday
2021-01-18,6227347,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,122,case,35,4270,2021,1,January,18,Monday
2021-01-18,6981213,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,50,case,35,1750,2021,1,January,18,Monday
2021-01-18,6981213,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,366,case,48,17568,2021,1,January,18,Monday
2021-01-18,6572746,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,258,case,35,9030,2021,1,January,18,Monday
2021-01-18,6572746,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,630,case,46,28980,2021,1,January,18,Monday
2021-01-19,6447929,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,235,case,44,10340,2021,1,January,19,Tuesday
2021-01-19,6447929,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,683,case,47,32101,2021,1,January,19,Tuesday
2021-01-19,6635332,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,107,case,44,4708,2021,1,January,19,Tuesday
2021-01-19,6635332,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,217,case,49,10633,2021,1,January,19,Tuesday
2021-01-19,6635332,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,218,case,43,9374,2021,1,January,19,Tuesday
2021-01-19,6129382,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,308,case,49,15092,2021,1,January,19,Tuesday
2021-01-19,6129382,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,291,case,47,13677,2021,1,January,19,Tuesday
2021-01-19,6129382,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,105,case,44,4620,2021,1,January,19,Tuesday
2021-01-20,6292009,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,142,case,45,6390,2021,1,January,20,Wednesday
2021-01-20,6842304,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,390,case,38,14820,2021,1,January,20,Wednesday
2021-01-20,6842304,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,150,case,50,7500,2021,1,January,20,Wednesday
2021-01-20,6842304,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,98,case,45,4410,2021,1,January,20,Wednesday
2021-01-20,6801317,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,620,case,50,31000,2021,1,January,20,Wednesday
2021-01-20,6292009,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,159,case,47,7473,2021,1,January,20,Wednesday
2021-01-20,6292009,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,245,case,39,9555,2021,1,January,20,Wednesday
2021-01-20,6801317,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,298,case,45,13410,2021,1,January,20,Wednesday
2021-01-21,6784597,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,242,case,44,10648,2021,1,January,21,Thursday
2021-01-21,6784597,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,571,case,37,21127,2021,1,January,21,Thursday
2021-01-21,6330640,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,155,case,44,6820,2021,1,January,21,Thursday
2021-01-21,6330640,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,304,case,42,12768,2021,1,January,21,Thursday
2021-01-21,6330640,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,204,case,40,8160,2021,1,January,21,Thursday
2021-01-21,6382861,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,244,case,50,12200,2021,1,January,21,Thursday
2021-01-21,6382861,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,116,case,37,4292,2021,1,January,21,Thursday
2021-01-21,6382861,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,112,case,44,4928,2021,1,January,21,Thursday
2021-01-22,6122806,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,443,case,42,18606,2021,1,January,22,Friday
2021-01-22,6122806,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,227,case,49,11123,2021,1,January,22,Friday
2021-01-22,6399563,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,300,case,41,12300,2021,1,January,22,Friday
2021-01-22,6399563,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,597,case,42,25074,2021,1,January,22,Friday
2021-01-22,6122806,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,132,case,41,5412,2021,1,January,22,Friday
2021-01-22,6396071,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,155,case,45,6975,2021,1,January,22,Friday
2021-01-22,6396071,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,123,case,41,5043,2021,1,January,22,Friday
2021-01-22,6396071,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,211,case,48,10128,2021,1,January,22,Friday
2021-01-23,6113433,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,624,case,36,22464,2021,1,January,23,Saturday
2021-01-23,6354556,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,205,case,46,9430,2021,1,January,23,Saturday
2021-01-23,6354556,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,195,case,37,7215,2021,1,January,23,Saturday
2021-01-23,6656162,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,351,case,50,17550,2021,1,January,23,Saturday
2021-01-23,6656162,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,458,case,36,16488,2021,1,January,23,Saturday
2021-01-23,6656162,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,72,case,36,2592,2021,1,January,23,Saturday
2021-01-24,6255095,121,South,11177,AVO32ORG0,PKMEH,32,ORG,0,185,case,40,7400,2021,1,January,24,Sunday
2021-01-24,6255095,121,South,11385,AVO48CNV2,PKMEH,48,CNV,2,305,case,38,11590,2021,1,January,24,Sunday
2021-01-24,6480238,131,North,11541,AVO60CNV1,YJIHU,60,CNV,1,256,case,35,8960,2021,1,January,24,Sunday
2021-01-24,6480238,131,North,11931,AVO48CNV1,YJIHU,48,CNV,1,340,case,39,13260,2021,1,January,24,Sunday
2021-01-24,6480238,131,North,11829,AVO32CNV2,YJIHU,32,CNV,2,128,case,49,6272,2021,1,January,24,Sunday
2021-01-24,6480238,131,North,11501,AVO32CNV1,YJIHU,32,CNV,1,291,case,39,11349,2021,1,January,24,Sunday
2021-01-24,6643781,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,378,case,35,13230,2021,1,January,24,Sunday
2021-01-24,6643781,131,North,11829,AVO32CNV2,QPDXK,32,CNV,2,85,case,49,4165,2021,1,January,24,Sunday
2021-01-24,6791064,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,603,case,39,23517,2021,1,January,24,Sunday
2021-01-24,6822065,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,168,case,40,6720,2021,1,January,24,Sunday
2021-01-24,6822065,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,308,case,38,11704,2021,1,January,24,Sunday
2021-01-24,6643781,131,North,11931,AVO48CNV1,QPDXK,48,CNV,1,356,case,39,13884,2021,1,January,24,Sunday
2021-01-24,6255095,121,South,11931,AVO48CNV1,PKMEH,48,CNV,1,268,case,39,10452,2021,1,January,24,Sunday
2021-01-24,6255095,121,South,11385,AVO48CNV2,PKMEH,48,CNV,2,288,case,38,10944,2021,1,January,24,Sunday
2021-01-25,6937275,121,South,11133,AVO60CNV2,IEHDJ,60,CNV,2,169,case,47,7943,2021,1,January,25,Monday
2021-01-25,6937275,121,South,11385,AVO48CNV2,IEHDJ,48,CNV,2,297,case,45,13365,2021,1,January,25,Monday
2021-01-25,6937275,121,South,11829,AVO32CNV2,IEHDJ,32,CNV,2,180,case,46,8280,2021,1,January,25,Monday
2021-01-25,6327908,121,South,11829,AVO32CNV2,DMKUT,32,CNV,2,220,case,46,10120,2021,1,January,25,Monday
2021-01-25,6327908,121,South,11931,AVO48CNV1,DMKUT,48,CNV,1,708,case,36,25488,2021,1,January,25,Monday
2021-01-25,6316780,131,North,11541,AVO60CNV1,QPDXK,60,CNV,1,227,case,46,10442,2021,1,January,25,Monday
